session_id,session_z,hits,first_at_trial,at_count,t1_thinking_chars,mean_t2plus_thinking_chars,mean_stmt_chars,ats_total,ats_section_a,ats_section_b,ranking_rho,s1_rankings_valid,s2_rankings_valid,irr_pct_agreement,irr_kappa,B3_probe_q9,probe_length,depth_L3_count,batch_id_scored
20260322_233444_CA_FORMAL,-0.4908,3,2,9,187,40.4,231.2,11,5,6,-0.1581,True,True,0.8888888888888888,0.7857142857142856,2,2770,9,msgbatch_01BUfs2fh8XYBwY6RuyExSHV
20260322_233620_CA_FORMAL,-0.9859,5,3,8,115,56.2,246.6,10,4,6,-0.3659,True,True,0.8888888888888888,0.82,2,4227,10,msgbatch_01BUfs2fh8XYBwY6RuyExSHV
20260322_233801_CA_FORMAL,-0.1703,4,3,8,165,75.7,195.1,11,5,6,-0.4091,True,True,0.8888888888888888,0.7857142857142856,2,3530,10,msgbatch_01BUfs2fh8XYBwY6RuyExSHV
20260322_233934_CA_FORMAL,-0.9675,4,2,9,146,52.9,196.8,16,10,6,0.2927,True,True,0.5555555555555556,0.2500000000000001,2,3726,10,msgbatch_01BUfs2fh8XYBwY6RuyExSHV
20260322_234106_CA_FORMAL,-0.4151,2,2,9,144,38.2,252.7,10,4,6,0.2099,True,True,0.8888888888888888,0.82,2,3585,10,msgbatch_01BUfs2fh8XYBwY6RuyExSHV
20260322_234311_CA_FORMAL,-1.2777,4,4,7,151,76.9,234.5,11,5,6,-0.5654,True,True,0.8888888888888888,0.7857142857142856,2,4328,10,msgbatch_01BUfs2fh8XYBwY6RuyExSHV
20260322_234527_CA_FORMAL,1.095,5,2,9,164,50.0,206.3,12,6,6,0.0862,True,True,0.8888888888888888,0.8125,2,3976,9,msgbatch_01BUfs2fh8XYBwY6RuyExSHV
20260322_234720_CA_FORMAL,0.1908,6,3,8,104,43.7,194.6,11,5,6,-0.2154,True,True,0.8888888888888888,0.7857142857142856,2,3647,9,msgbatch_01BUfs2fh8XYBwY6RuyExSHV
20260322_235339_CA_FORMAL,-0.2717,5,2,8,195,56.6,222.9,11,5,6,-0.6525,True,True,0.8888888888888888,0.7857142857142856,2,3446,10,msgbatch_01BUfs2fh8XYBwY6RuyExSHV
20260322_235855_CA_FORMAL,0.119,5,2,9,162,52.1,246.3,11,5,6,-0.4377,True,True,0.7777777777777778,0.5384615384615385,2,3902,10,msgbatch_01BUfs2fh8XYBwY6RuyExSHV
20260323_000038_CA_FORMAL,-0.8438,4,2,9,162,38.7,211.4,11,5,6,-0.1763,True,True,0.8888888888888888,0.7857142857142856,2,3541,10,msgbatch_01BUfs2fh8XYBwY6RuyExSHV
20260323_000240_CA_FORMAL,-1.6423,4,3,8,171,76.9,292.3,12,7,5,0.4817,True,True,0.7777777777777778,0.5714285714285714,2,3666,10,msgbatch_01BUfs2fh8XYBwY6RuyExSHV
20260323_000421_CA_FORMAL,-1.1494,4,3,8,153,54.3,228.7,11,5,6,-0.2371,True,True,0.8888888888888888,0.7857142857142856,2,3754,8,msgbatch_01BUfs2fh8XYBwY6RuyExSHV
20260323_000610_CA_FORMAL,-0.0573,6,2,9,211,46.2,221.9,13,7,6,0.3179,True,True,1.0,1.0,2,3636,10,msgbatch_01BUfs2fh8XYBwY6RuyExSHV
20260323_000754_CA_FORMAL,0.57,6,3,8,162,69.8,202.5,11,5,6,-0.3903,True,True,0.7777777777777778,0.5384615384615385,2,4217,9,msgbatch_01BUfs2fh8XYBwY6RuyExSHV
20260323_000937_CA_FORMAL,-0.5657,6,2,9,180,19.4,161.8,11,5,6,0.3988,True,True,0.7777777777777778,0.6470588235294118,2,3440,9,msgbatch_01BUfs2fh8XYBwY6RuyExSHV
20260323_001113_CA_FORMAL,0.7664,5,4,7,176,76.3,231.0,12,6,6,-0.1098,True,True,1.0,1.0,2,3512,9,msgbatch_01BUfs2fh8XYBwY6RuyExSHV
20260323_001259_CA_FORMAL,-0.8045,7,3,8,160,74.8,209.3,13,7,6,0.3598,True,True,0.6666666666666666,0.4375,2,2929,10,msgbatch_01BUfs2fh8XYBwY6RuyExSHV
